OrphaCode,DiseaseName,GeneSymbol,GeneId
85112,Palmoplantar keratoderma-XX sex reversal-predisposition to squamous cell carcinoma syndrome,RSPO1,15233
84132,Desmin-related myopathy with Mallory body-like inclusions,SELENON,15270
85186,Endosteal sclerosis-cerebellar hypoplasia syndrome,POLR3B,20642
85182,Diaphyseal medullary stenosis-bone malignancy syndrome,MTAP,21091
85179,Infantile osteopetrosis with neuroaxonal dysplasia,OSTM1,16596
85173,IMAGe syndrome,CDKN1C,15425
85173,IMAGe syndrome,POLE,22180
85172,"Microcephalic osteodysplastic dysplasia, Saul-Wilson type",COG4,20272
85169,Familial digital arthropathy-brachydactyly,TRPV4,17899
85167,Spondylometaphyseal dysplasia-cone-rod dystrophy syndrome,PCYT1A,22624
85166,"Platyspondylic dysplasia, Torrance type",COL2A1,15769
85165,Severe achondroplasia-developmental delay-acanthosis nigricans syndrome,FGFR3,16047
603448,Cerebellar hypoplasia-intellectual disability-congenital microcephaly-dystonia-anemia-growth retardation syndrome,VPS4A,32161
603689,KLHL7-related Bohring-Opitz-like syndrome,KLHL7,18464
603684,KLHL7-related Bohring-Opitz-like and Crisponi/Cold-induced sweating-like overlap syndrome,KLHL7,18464
603694,KLHL7-related Crisponi/cold-induced sweating-like syndrome,KLHL7,18464
610573,CLCN6-related childhood-onset progressive neurodegeneration-peripheral neuropathy syndrome,CLCN6,30685
610569,KIAA1109-related early lethal congenital brain malformations-arthrogryposis syndrome,BLTP1,28748
611201,Oculogastrointestinal-neurodevelopmental syndrome,CAPN15,31543
600668,CCNK-related neurodevelopmental disorder-severe intellectual disability-facial dysmorphism syndrome,CCNK,29936
600663,NRXN1-related severe neurodevelopmental disorder-motor stereotypies-chronic constipation-sleep-wake cycle disturbance,NRXN1,18429
97244,Rigid spine syndrome,ACTA1,15075
97244,Rigid spine syndrome,SELENON,15270
97249,Pontocerebellar hypoplasia type 3,PCLO,23261
97279,Insulinoma,YY1,25043
97279,Insulinoma,MEN1,16390
97286,Carney-Stratakis syndrome,SDHA,15261
97286,Carney-Stratakis syndrome,SDHB,15262
97286,Carney-Stratakis syndrome,SDHC,15263
97286,Carney-Stratakis syndrome,SDHD,15264
97297,Bohring-Opitz syndrome,ASXL1,20545
97338,Melanoma of soft tissue,EWSR1,16003
97338,Melanoma of soft tissue,ATF1,18482
97338,Melanoma of soft tissue,CREB1,19505
97346,ADan amyloidosis,ITM2B,16276
97345,ABri amyloidosis,ITM2B,16276
97362,"Renal hypoplasia, bilateral",PAX2,16610
97362,"Renal hypoplasia, bilateral",PBX1,17919
97363,Unilateral multicystic dysplastic kidney,HNF1B,17228
97364,Bilateral multicystic dysplastic kidney,HNF1B,17228
97369,Renal tubular dysgenesis of genetic origin,ACE,15070
97369,Renal tubular dysgenesis of genetic origin,AGT,15475
97369,Renal tubular dysgenesis of genetic origin,REN,16807
97369,Renal tubular dysgenesis of genetic origin,AGTR1,16808
97548,Right isomerism,GDF1,17681
96182,Silver-Russell syndrome due to maternal uniparental disomy of chromosome 7,GRB10,31527
96191,Paternal uniparental disomy of chromosome 6 syndrome,HYMAI,17383
96191,Paternal uniparental disomy of chromosome 6 syndrome,PLAGL1,17405
96184,Temple syndrome due to maternal uniparental disomy of chromosome 14,MEG3,17275
96184,Temple syndrome due to maternal uniparental disomy of chromosome 14,DLK1,17352
96184,Temple syndrome due to maternal uniparental disomy of chromosome 14,RTL1,17276
96253,Cushing disease,CDH23,15420
96253,Cushing disease,USP48,31366
96253,Cushing disease,BRAF,15376
96253,Cushing disease,USP8,22898
96253,Cushing disease,NR3C1,16572
96253,Cushing disease,TP53,15644
96253,Cushing disease,ATRX,15335
96266,Leydig cell hypoplasia due to partial LH resistance,LHCGR,16354
96265,Leydig cell hypoplasia due to complete LH resistance,LHCGR,16354
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,MEG3,17275
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,DLK1,17352
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,RTL1,17276
97234,Glycogen storage disease due to phosphoglycerate mutase deficiency,PGAM2,17716
97238,Rippling muscle disease,CAV3,15403
97239,Reducing body myopathy,FHL1,16936
97240,Zebra body myopathy,ACTA1,15075
600194,Factor V Atlanta bleeding disorder,F5,16014
97685,17q11 microdeletion syndrome,NF1,16542
95706,Non-syndromic posterior hypospadias,AR,16667
95706,Non-syndromic posterior hypospadias,MAMLD1,17344
95702,X-linked adrenal hypoplasia congenita,NR0B1,16569
95716,Familial thyroid dyshormonogenesis,SLC5A5,15517
95716,Familial thyroid dyshormonogenesis,TPO,15651
95716,Familial thyroid dyshormonogenesis,DUOX2,15900
95716,Familial thyroid dyshormonogenesis,DUOXA2,17739
95716,Familial thyroid dyshormonogenesis,TG,17751
95716,Familial thyroid dyshormonogenesis,IYD,18432
95713,Athyreosis,FOXE1,16066
95713,Athyreosis,NKX2-1,17094
95713,Athyreosis,SLC26A4,15317
95713,Athyreosis,TSHR,15670
95713,Athyreosis,NKX2-5,16549
95713,Athyreosis,PAX8,16614
95712,Thyroid ectopia,NKX2-5,16549
95712,Thyroid ectopia,PAX8,16614
95699,Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency,POR,15124
95496,Pituitary stalk interruption syndrome,WDR11,19489
95496,Pituitary stalk interruption syndrome,ROBO1,25795
95496,Pituitary stalk interruption syndrome,PROKR2,15146
95496,Pituitary stalk interruption syndrome,HESX1,16192
95496,Pituitary stalk interruption syndrome,LHX4,16786
95496,Pituitary stalk interruption syndrome,CDON,20404
95496,Pituitary stalk interruption syndrome,GPR161,23218
95494,"Combined pituitary hormone deficiencies, genetic forms",FOXA2,24545
95494,"Combined pituitary hormone deficiencies, genetic forms",POU1F1,15125
95494,"Combined pituitary hormone deficiencies, genetic forms",PROP1,15147
95494,"Combined pituitary hormone deficiencies, genetic forms",HESX1,16192
95494,"Combined pituitary hormone deficiencies, genetic forms",OTX2,16599
95494,"Combined pituitary hormone deficiencies, genetic forms",LHX4,16786
95494,"Combined pituitary hormone deficiencies, genetic forms",GLI2,16803
95433,Autosomal recessive spinocerebellar ataxia-blindness-deafness syndrome,PEX6,16647
95434,Autosomal recessive cerebellar ataxia-movement disorder syndrome,VPS41,30676
95434,Autosomal recessive cerebellar ataxia-movement disorder syndrome,VPS13D,29938
95232,Lissencephaly due to LIS1 mutation,PAFAH1B1,16604
95159,Hepatoerythropoietic porphyria,UROD,15698
95428,COG8-CDG,COG8,16432
94122,"Cerebellar ataxia, Cayman type",ATCAY,15961
94124,Spinocerebellar ataxia with axonal neuropathy type 1,TDP1,15596
94125,Recessive mitochondrial ataxia syndrome,POLG,15118
94147,Spinocerebellar ataxia type 7,ATXN7,15340
94150,Anonychia congenita totalis,RSPO4,15234
94064,Deafness-infertility syndrome,CATSPER2,17305
94064,Deafness-infertility syndrome,STRC,17280
94063,12q14 microdeletion syndrome,LEMD3,16349
94063,12q14 microdeletion syndrome,HMGA2,19582
94065,15q24 microdeletion syndrome,SIN3A,24902
94068,Spondyloepiphyseal dysplasia congenita,COL2A1,15769
94083,Partington syndrome,ARX,15955
94088,Hereditary renal hypouricemia,SLC22A12,17674
94088,Hereditary renal hypouricemia,SLC2A9,17890
94089,Pseudohypoparathyroidism type 1B,GNAS,16147
94089,Pseudohypoparathyroidism type 1B,STX16,17721
96148,Distal deletion 10q syndrome,EBF3,25725
96147,Kleefstra syndrome due to 9q34 microdeletion,EHMT1,19026
95720,Thyroid hypoplasia,SLC26A4,15317
95720,Thyroid hypoplasia,TSHR,15670
95720,Thyroid hypoplasia,PAX8,16614
597623,IRF2BPL-related regressive neurodevelopmental disorder-dystonia-seizures syndrome,IRF2BPL,29144
597733,Oculocutaneous albinism type 8,DCT,30686
597738,Luscan-Lumish syndrome,SETD2,23053
597887,ALPI-related inflammatory bowel disease,ALPI,32221
597939,Euthyroid dysprealbuminemic hyperthyroxinemia,TTR,15674
597743,SETD2-related microcephaly-severe intellectual disability-multiple congenital anomalies syndrome,SETD2,23053
93552,Pediatric systemic lupus erythematosus,SAT1,23050
93552,Pediatric systemic lupus erythematosus,STAT4,21733
93552,Pediatric systemic lupus erythematosus,SPP1,22426
93552,Pediatric systemic lupus erythematosus,IRAK1,22427
597874,MTHFS-related developmental delay-microcephaly-short stature-epilepsy syndrome,MTHFS,24720
93562,AFib amyloidosis,FGA,16040
598603,Facial dysmorphism-hypertrichosis-epilepsy-intellectual disability/developmental delay-gingival overgrowth syndrome,KCNK4,29145
598164,FOXG1 syndrome due to intragenic alteration,FOXG1,17713
93560,AApoAI amyloidosis,APOA1,15936
93561,ALys amyloidosis,LYZ,16420
93571,Dense deposit disease,CFH,15437
93571,Dense deposit disease,CFHR1,20682
597201,TRIM22-related inflammatory bowel disease,TRIM22,32222
93474,Scheie syndrome,IDUA,16240
93476,Hurler-Scheie syndrome,IDUA,16240
93473,Hurler syndrome,IDUA,16240
93399,Juvenile sialidosis type 2,NEU1,16539
93400,Congenital sialidosis type 2,NEU1,16539
599373,STXBP1-related encephalopathy,STXBP1,17663
599376,Hypomyelination of early myelinating structures,PLP1,15111
93405,Syndactyly type 4,SHH,15290
93405,Syndactyly type 4,LMBR1,16363
599418,Hereditary angioedema with normal C1Inh not related to F12 or PLG variant,ANGPT1,28060
599418,Hereditary angioedema with normal C1Inh not related to F12 or PLG variant,MYOF,30607
599418,Hereditary angioedema with normal C1Inh not related to F12 or PLG variant,KNG1,16311
599418,Hereditary angioedema with normal C1Inh not related to F12 or PLG variant,HS3ST6,30608
93404,Syndactyly type 3,GJA1,16125
93406,Syndactyly type 5,HOXD13,16212
93409,"Brachydactyly-syndactyly, Zhao type",HOXD13,16212
599579,Factor V Amsterdam bleeding disorder,F5,16014
93360,"Spondyloepimetaphyseal dysplasia with joint laxity, leptodactylic type",KIF22,20690
93358,Spondyloepimetaphyseal dysplasia-short limb-abnormal calcification syndrome,DDR2,17982
93357,SPONASTRIME dysplasia,TONSL,28127
599082,CHD3-related developmental delay-speech delay-intellectual disability-abnormalities of vision-facial dysmorphism syndrome,CHD3,29264
93372,Familial hypocalciuric hypercalcemia type 1,CASR,15401
93387,Brachydactyly type E,HOXD13,16212
93387,Brachydactyly type E,PTHLH,19039
93388,Brachydactyly type A1,BMPR1B,15373
93388,Brachydactyly type A1,GDF5,16114
93388,Brachydactyly type A1,IHH,16250
93384,Brachydactyly type C,BMPR1B,15373
93384,Brachydactyly type C,GDF5,16114
93396,Brachydactyly type A2,BMP2,18080
93396,Brachydactyly type A2,GDF5,16114
93396,Brachydactyly type A2,BMPR1B,15373
93932,FG syndrome type 1,MED12,16796
93930,Classic bladder exstrophy,TP63,15645
93930,Classic bladder exstrophy,ISL1,23237
93926,Midline interhemispheric variant of holoprosencephaly,STIL,17920
93926,Midline interhemispheric variant of holoprosencephaly,PTCH1,15164
93926,Midline interhemispheric variant of holoprosencephaly,SHH,15290
93926,Midline interhemispheric variant of holoprosencephaly,SIX3,15296
93926,Midline interhemispheric variant of holoprosencephaly,TGIF1,15612
93926,Midline interhemispheric variant of holoprosencephaly,ZIC2,15744
93926,Midline interhemispheric variant of holoprosencephaly,GLI2,16803
93926,Midline interhemispheric variant of holoprosencephaly,CRIPTO,16804
93926,Midline interhemispheric variant of holoprosencephaly,FOXH1,17366
93926,Midline interhemispheric variant of holoprosencephaly,FGF8,17965
93926,Midline interhemispheric variant of holoprosencephaly,DISP1,19461
93926,Midline interhemispheric variant of holoprosencephaly,CDON,20404
93926,Midline interhemispheric variant of holoprosencephaly,NODAL,20553
93926,Midline interhemispheric variant of holoprosencephaly,DLL1,20554
93926,Midline interhemispheric variant of holoprosencephaly,GAS1,20673
93924,Lobar holoprosencephaly,STIL,17920
93924,Lobar holoprosencephaly,FGFR1,16046
93924,Lobar holoprosencephaly,PTCH1,15164
93924,Lobar holoprosencephaly,SHH,15290
93924,Lobar holoprosencephaly,SIX3,15296
93924,Lobar holoprosencephaly,TGIF1,15612
93924,Lobar holoprosencephaly,ZIC2,15744
93924,Lobar holoprosencephaly,GLI2,16803
93924,Lobar holoprosencephaly,CRIPTO,16804
93924,Lobar holoprosencephaly,FOXH1,17366
93924,Lobar holoprosencephaly,FGF8,17965
93924,Lobar holoprosencephaly,DISP1,19461
93924,Lobar holoprosencephaly,CDON,20404
93924,Lobar holoprosencephaly,NODAL,20553
93924,Lobar holoprosencephaly,DLL1,20554
93924,Lobar holoprosencephaly,GAS1,20673
93925,Alobar holoprosencephaly,STIL,17920
93925,Alobar holoprosencephaly,PLCH1,31528
93925,Alobar holoprosencephaly,STAG2,24951
93925,Alobar holoprosencephaly,PTCH1,15164
93925,Alobar holoprosencephaly,SHH,15290
93925,Alobar holoprosencephaly,SIX3,15296
93925,Alobar holoprosencephaly,TGIF1,15612
93925,Alobar holoprosencephaly,ZIC2,15744
93925,Alobar holoprosencephaly,GLI2,16803
93925,Alobar holoprosencephaly,CRIPTO,16804
93925,Alobar holoprosencephaly,FOXH1,17366
93925,Alobar holoprosencephaly,FGF8,17965
93925,Alobar holoprosencephaly,DISP1,19461
93925,Alobar holoprosencephaly,CDON,20404
93925,Alobar holoprosencephaly,NODAL,20553
93925,Alobar holoprosencephaly,DLL1,20554
93925,Alobar holoprosencephaly,GAS1,20673
93921,Full schwannomatosis,NF2,16543
93921,Full schwannomatosis,SMARCB1,15526
93921,Full schwannomatosis,COQ6,20471
93921,Full schwannomatosis,LZTR1,22431
93952,"X-linked intellectual disability, Hedera type",ATP6AP2,15326
595109,Atypical Timothy syndrome,CACNA1C,15392
93950,"X-linked intellectual disability, Sutherland-Haan type",PQBP1,15133
595098,Timothy syndrome type 1,CACNA1C,15392
93947,"X-linked intellectual disability, Golabi-Ito-Hall type",PQBP1,15133
595105,Timothy syndrome type 2,CACNA1C,15392
93946,Hamel cerebro-palato-cardiac syndrome,PQBP1,15133
93945,"X-linked intellectual disability, Porteous type",PQBP1,15133
93616,Hemoglobin H disease,HBA2,16185
93616,Hemoglobin H disease,HBA1,16819
93622,Dent disease type 1,CLCN5,15459
93623,Dent disease type 2,OCRL,16585
93591,Infantile nephronophthisis,NPHP3,16564
93591,Infantile nephronophthisis,INVS,16264
93591,Infantile nephronophthisis,NEK8,18661
93591,Infantile nephronophthisis,TTC21B,19838
93591,Infantile nephronophthisis,ANKS6,22269
93591,Infantile nephronophthisis,CEP83,22952
93591,Infantile nephronophthisis,ZNF423,21454
93592,Juvenile nephronophthisis,NPHP1,16563
93592,Juvenile nephronophthisis,NPHP4,16565
93592,Juvenile nephronophthisis,GLIS2,17743
93592,Juvenile nephronophthisis,WDR19,20667
93592,Juvenile nephronophthisis,ANKS6,22269
93592,Juvenile nephronophthisis,MAPKBP1,25317
93592,Juvenile nephronophthisis,ADAMTS9,28029
93589,Late-onset nephronophthisis,NPHP3,16564
93589,Late-onset nephronophthisis,XPNPEP3,19043
93589,Late-onset nephronophthisis,MAPKBP1,25317
93598,Primary hyperoxaluria type 1,AGXT,15476
596008,Antley-Bixler syndrome without genital anomaly or disorder of steroidogenesis,FGFR2,16664
93583,Congenital thrombotic thrombocytopenic purpura,ADAMTS13,15082
93610,Distal renal tubular acidosis with anemia,SLC4A1,15512
596759,Combined immunodeficiency due to RELA haploinsufficiency,RELA,22677
93608,Autosomal dominant distal renal tubular acidosis,SLC4A1,15512
93607,Autosomal recessive proximal renal tubular acidosis,SLC4A4,15514
93613,Cystinuria type B,SLC7A9,15521
93612,Cystinuria type A,SLC3A1,16449
93602,Xanthinuria type II,MOCOS,16455
93601,Xanthinuria type I,XDH,15733
93600,Primary hyperoxaluria type 3,HOGA1,19460
93599,Primary hyperoxaluria type 2,GRHPR,16166
93606,Nephrogenic syndrome of inappropriate antidiuresis,AVPR2,15344
596753,VEXAS syndrome,UBA1,16934
93605,Bartter syndrome type 3,CLCNKB,15461
99068,Complete atrioventricular septal defect-tetralogy of Fallot,NR2F2,22884
99068,Complete atrioventricular septal defect-tetralogy of Fallot,GATA4,16104
99068,Complete atrioventricular septal defect-tetralogy of Fallot,CRELD1,15802
99067,Complete atrioventricular septal defect with ventricular hypoplasia,NR2F2,22884
99067,Complete atrioventricular septal defect with ventricular hypoplasia,GATA6,20796
99067,Complete atrioventricular septal defect with ventricular hypoplasia,CRELD1,15802
99067,Complete atrioventricular septal defect with ventricular hypoplasia,GATA4,16104
99106,"Atrial septal defect, ostium primum type",TLL1,19259
99105,"Atrial septal defect, sinus venosus type",CITED2,19344
99103,"Atrial septal defect, ostium secundum type",ACTC1,15076
99103,"Atrial septal defect, ostium secundum type",GATA4,16104
99103,"Atrial septal defect, ostium secundum type",MYH6,16500
99103,"Atrial septal defect, ostium secundum type",NKX2-5,16549
99103,"Atrial septal defect, ostium secundum type",TBX20,19258
99103,"Atrial septal defect, ostium secundum type",TBX20,19258
99103,"Atrial septal defect, ostium secundum type",TLL1,19259
99103,"Atrial septal defect, ostium secundum type",CITED2,19344
99103,"Atrial septal defect, ostium secundum type",GATA6,20796
99141,Lymphedema-posterior choanal atresia syndrome,PTPN14,24217
99361,Isolated familial medullary thyroid carcinoma,ESR2,25062
99361,Isolated familial medullary thyroid carcinoma,NTRK1,16581
99361,Isolated familial medullary thyroid carcinoma,RET,15200
99657,"Primary dystonia, DYT2 type",HPCA,23216
99429,Complete androgen insensitivity syndrome,AR,16667
99646,Metaphyseal chondromatosis with D-2-hydroxyglutaric aciduria,IDH1,21083
592574,Menke-Hennekam syndrome,CREBBP,15801
592564,GNAO1-related developmental delay-seizures-movement disorder spectrum,GNAO1,22304
592570,TRAF7-associated heart defect-digital anomalies-facial dysmorphism-motor and speech delay syndrome,TRAF7,26770
99718,Leber plus disease,MT-ND4,16481
99718,Leber plus disease,MT-ND6,16484
99718,Leber plus disease,MT-ND3,16480
99725,Pituitary gigantism,AIP,18425
99725,Pituitary gigantism,MEN1,16390
589821,Congenital-onset Steinert myotonic dystrophy,DMPK,15878
589827,Juvenile-onset Steinert myotonic dystrophy,DMPK,15878
589824,Childhood-onset Steinert myotonic dystrophy,DMPK,15878
589833,Late-onset Steinert myotonic dystrophy,DMPK,15878
589830,Adult-onset Steinert myotonic dystrophy,DMPK,15878
99704,Early-onset obesity-hyperphagia-severe developmental delay syndrome,NTRK2,22282
589905,PHIP-related behavioral problems-intellectual disability-obesity-dysmorphic features syndrome,PHIP,24808
589856,Choanal atresia-athelia-hypothyroidism-delayed puberty-short stature syndrome,KMT2D,19312
99749,Kostmann syndrome,HAX1,16184
99757,Embryonal rhabdomyosarcoma,SLC67A1,23355
99757,Embryonal rhabdomyosarcoma,TP53,15644
99757,Embryonal rhabdomyosarcoma,NF1,16542
99757,Embryonal rhabdomyosarcoma,DICER1,18649
99756,Alveolar rhabdomyosarcoma,FOXO1,16069
99756,Alveolar rhabdomyosarcoma,PAX3,16611
99756,Alveolar rhabdomyosarcoma,PAX7,16613
99756,Alveolar rhabdomyosarcoma,NF1,16542
99756,Alveolar rhabdomyosarcoma,TP53,15644
99734,Myotonia fluctuans,SCN4A,15253
99731,Isolated sulfite oxidase deficiency,SUOX,15571
99735,Myotonia permanens,SCN4A,15253
99736,Acetazolamide-responsive myotonia,SCN4A,15253
99741,King-Denborough syndrome,RYR1,15237
99742,Amish lethal microcephaly,SLC25A19,15311
98820,Familial focal epilepsy with variable foci,DEPDC5,22144
98820,Familial focal epilepsy with variable foci,NPRL2,24057
98820,Familial focal epilepsy with variable foci,NPRL3,24058
98820,Familial focal epilepsy with variable foci,SCN3A,24887
98818,Landau-Kleffner syndrome,GRIN2A,20706
98813,Hypohidrotic ectodermal dysplasia with immunodeficiency,IKBKG,16252
98813,Hypohidrotic ectodermal dysplasia with immunodeficiency,NFKBIA,17400
98811,Paroxysmal exertion-induced dyskinesia,SLC2A1,17205
98811,Paroxysmal exertion-induced dyskinesia,PRRT2,20787
98810,Paroxysmal non-kinesigenic dyskinesia,PNKD,17434
98810,Paroxysmal non-kinesigenic dyskinesia,PRRT2,20787
98809,Paroxysmal kinesigenic dyskinesia,PRRT2,20787
98809,Paroxysmal kinesigenic dyskinesia,KCNA1,16285
98809,Paroxysmal kinesigenic dyskinesia,KCNJ10,18371
98808,Autosomal dominant dopa-responsive dystonia,GCH1,16109
98808,Autosomal dominant dopa-responsive dystonia,NR4A2,28527
98808,Autosomal dominant dopa-responsive dystonia,IMPDH2,31451
98807,"Primary dystonia, DYT13 type",DYT13,17437
98838,Primary mediastinal large B-cell lymphoma,BCL6,17194
98838,Primary mediastinal large B-cell lymphoma,XPO1,25041
98835,Acute undifferentiated leukemia,KMT2A,16409
98833,Acute myeloblastic leukemia without maturation,FLT3,16784
98833,Acute myeloblastic leukemia without maturation,NPM1,17401
98834,Acute myeloblastic leukemia with maturation,FLT3,16784
98834,Acute myeloblastic leukemia with maturation,KIT,16308
98834,Acute myeloblastic leukemia with maturation,NPM1,17401
98831,Acute myeloid leukemia with 11q23 abnormalities,KMT2A,16409
98832,Acute myeloid leukemia with minimal differentiation,FLT3,16784
98829,Acute myeloid leukemia with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22),FLT3,16784
98829,Acute myeloid leukemia with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22),MYH11,16496
98829,Acute myeloid leukemia with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22),CBFB,17921
98829,Acute myeloid leukemia with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22),KIT,16308
98826,Myelodysplastic neoplasm with low blasts,TET2,20177
98823,Chronic myelomonocytic leukemia,ETV6,16866
98823,Chronic myelomonocytic leukemia,ASXL1,20545
98823,Chronic myelomonocytic leukemia,SRSF2,24947
98824,Atypical chronic myeloid leukemia,CSF3R,17340
98853,Autosomal dominant Emery-Dreifuss muscular dystrophy,LMNA,16364
98853,Autosomal dominant Emery-Dreifuss muscular dystrophy,SYNE1,17290
98853,Autosomal dominant Emery-Dreifuss muscular dystrophy,TMEM43,17348
98853,Autosomal dominant Emery-Dreifuss muscular dystrophy,SYNE2,18647
98850,Aggressive systemic mastocytosis,TET2,20177
98850,Aggressive systemic mastocytosis,SRSF2,24947
98850,Aggressive systemic mastocytosis,ASXL1,20545
98850,Aggressive systemic mastocytosis,RUNX1,15235
98850,Aggressive systemic mastocytosis,CBL,19464
98849,Systemic mastocytosis with associated hematologic neoplasm,KIT,16308
98849,Systemic mastocytosis with associated hematologic neoplasm,TET2,20177
98849,Systemic mastocytosis with associated hematologic neoplasm,SRSF2,24947
98849,Systemic mastocytosis with associated hematologic neoplasm,ASXL1,20545
98843,"Classic Hodgkin lymphoma, nodular sclerosis type",KLHDC8B,25264
98839,Intravascular large B-cell lymphoma,BCL6,17194
98839,Intravascular large B-cell lymphoma,BCL2,15362
98842,Lymphomatoid papulosis,TYK2,17260
98842,Lymphomatoid papulosis,NPM1,17401
589608,"Linear hypopigmentation and craniofacial asymmetry with acral, ocular and brain anomalies",RHOA,25605
589595,Mixed phenotype acute leukemia with t(v;11q23.3),FLT3,16784
589595,Mixed phenotype acute leukemia with t(v;11q23.3),KMT2A,16409
589595,Mixed phenotype acute leukemia with t(v;11q23.3),AFF1,17917
98868,Southeast Asian ovalocytosis,SLC4A1,15512
98869,Congenital dyserythropoietic anemia type I,CDAN1,15417
98869,Congenital dyserythropoietic anemia type I,CDIN1,22273
589618,Dystonia 28,KMT2B,26669
98870,Congenital dyserythropoietic anemia type III,KIF23,22229
98870,Congenital dyserythropoietic anemia type III,RACGAP1,31598
589534,Mixed phenotype acute leukemia with t(9;22)(q34.1;q11.2),FLT3,16784
589534,Mixed phenotype acute leukemia with t(9;22)(q34.1;q11.2),KMT2A,16409
98863,X-linked Emery-Dreifuss muscular dystrophy,EMD,15973
98863,X-linked Emery-Dreifuss muscular dystrophy,FHL1,16936
589527,Spinocerebellar ataxia type 45,FAT2,29289
589547,"GRIN2B-related developmental delay, intellectual disability and autism spectrum disorder",GRIN2B,20146
589442,Short stature-skeletal dysplasia-retinal degeneration-intellectual disability-sensorineural hearing loss syndrome,PISD,30191
589435,Spondylometaphyseal dysplasia-corneal dystrophy syndrome,PLCB3,26405
589522,Spinocerebellar ataxia type 46,PLD3,25170
589515,PUM1-associated developmental disability-ataxia-seizure syndrome,PUM1,29937
98855,Autosomal recessive Emery-Dreifuss muscular dystrophy,LMNA,16364
98856,Charcot-Marie-Tooth disease type 2B1,LMNA,16364
98881,Familial dysfibrinogenemia,FGA,16040
98881,Familial dysfibrinogenemia,FGB,16041
98881,Familial dysfibrinogenemia,FGG,16048
98880,Familial afibrinogenemia,FGA,16040
98880,Familial afibrinogenemia,FGB,16041
98880,Familial afibrinogenemia,FGG,16048
98885,Bleeding diathesis due to glycoprotein VI deficiency,GP6,18999
98873,Congenital dyserythropoietic anemia type II,SEC23B,18492
98897,Oculopharyngodistal myopathy,NOTCH2NLC,28618
98897,Oculopharyngodistal myopathy,LRP12,31862
98897,Oculopharyngodistal myopathy,GIPC1,30565
98897,Oculopharyngodistal myopathy,ABCD3,32387
98897,Oculopharyngodistal myopathy,NUTM2B-AS1,32388
98897,Oculopharyngodistal myopathy,RILPL1,31711
98895,Becker muscular dystrophy,DMD,15876
98896,Duchenne muscular dystrophy,DMD,15876
98896,Duchenne muscular dystrophy,LTBP4,18980
98902,Amish nemaline myopathy,TNNT1,15639
98889,Bilateral perisylvian polymicrogyria,SRPX2,15557
98889,Bilateral perisylvian polymicrogyria,ADGRG1,16164
98889,Bilateral perisylvian polymicrogyria,PI4KA,23283
98890,Early-onset X-linked optic atrophy,OPA2,21418
98892,Periventricular nodular heterotopia,ARFGEF2,15946
98892,Periventricular nodular heterotopia,FLNA,16058
98892,Periventricular nodular heterotopia,ERMARD,22489
98892,Periventricular nodular heterotopia,NEDD4L,24755
98892,Periventricular nodular heterotopia,TMTC3,26043
98892,Periventricular nodular heterotopia,ARF1,27691
98892,Periventricular nodular heterotopia,MAP1B,27387
98912,"Late-onset distal myopathy, Markesbery-Griggs type",LDB3,16343
98911,Distal myotilinopathy,MYOT,16512
98914,Presynaptic congenital myasthenic syndromes,CHAT,15442
98914,Presynaptic congenital myasthenic syndromes,AGRN,19233
98914,Presynaptic congenital myasthenic syndromes,SLC25A1,22236
98914,Presynaptic congenital myasthenic syndromes,SNAP25,23214
98914,Presynaptic congenital myasthenic syndromes,SYT2,23499
98914,Presynaptic congenital myasthenic syndromes,MYO9A,25195
98914,Presynaptic congenital myasthenic syndromes,SLC5A7,21731
98914,Presynaptic congenital myasthenic syndromes,VAMP1,21536
98914,Presynaptic congenital myasthenic syndromes,SLC18A3,24906
98914,Presynaptic congenital myasthenic syndromes,COL13A1,23552
98913,Postsynaptic congenital myasthenic syndrome,RAPSN,15187
98913,Postsynaptic congenital myasthenic syndrome,SCN4A,15253
98913,Postsynaptic congenital myasthenic syndrome,CHRNA1,15447
98913,Postsynaptic congenital myasthenic syndrome,CHRNA1,15447
98913,Postsynaptic congenital myasthenic syndrome,CHRNB1,15449
98913,Postsynaptic congenital myasthenic syndrome,CHRNB1,15449
98913,Postsynaptic congenital myasthenic syndrome,CHRND,15450
98913,Postsynaptic congenital myasthenic syndrome,CHRND,15450
98913,Postsynaptic congenital myasthenic syndrome,CHRNE,15451
98913,Postsynaptic congenital myasthenic syndrome,CHRNE,15451
98913,Postsynaptic congenital myasthenic syndrome,DOK7,15884
98913,Postsynaptic congenital myasthenic syndrome,MUSK,17474
98913,Postsynaptic congenital myasthenic syndrome,LRP4,19230
98913,Postsynaptic congenital myasthenic syndrome,AGRN,19233
98913,Postsynaptic congenital myasthenic syndrome,AK9,25315
98913,Postsynaptic congenital myasthenic syndrome,COL13A1,23552
